day,national_shock_medicine,national_shock_multiplier,stockout_pairs,shortage_units,redistributed_units,ordered_units,pipeline_orders,pipeline_units,active_supplier_disruptions
589,-1,1.0,0,0.0,0.0,7241.3395,584,30455.257,1
590,-1,1.0,0,0.0,0.0,8802.9399,610,31787.9524,1
591,-1,1.0,0,0.0,0.0,7137.8614,614,31790.1925,0
592,-1,1.0,0,0.0,0.0,7591.1465,610,31728.4208,0
593,-1,1.0,0,0.0,0.0,6568.5925,607,31391.7284,0
594,-1,1.0,0,0.0,14.8528,9482.4449,636,33627.0995,0
595,-1,1.0,0,0.0,0.0,7867.3421,647,33650.8495,0
596,-1,1.0,0,0.0,14.4161,7412.4701,631,32607.2719,0
597,-1,1.0,0,0.0,5.1948,7732.5165,621,32023.0305,0
598,-1,1.0,0,0.0,0.0,6677.7847,599,30375.994,0
599,-1,1.0,0,0.0,0.0,8498.3759,609,31367.9792,0
600,-1,1.0,0,0.0,0.0,7649.3207,603,31272.7917,0
601,-1,1.0,0,0.0,0.0,8946.6875,627,32770.7192,0
602,-1,1.0,0,0.0,0.0,6313.2463,588,30872.9505,0
603,-1,1.0,0,0.0,0.0,7946.1948,605,31347.4185,0
604,-1,1.0,0,0.0,0.0,7894.2428,588,30602.3473,0
605,-1,1.0,0,0.0,0.0,7943.408,589,30367.5457,0
606,-1,1.0,0,0.0,0.0,6962.8121,588,30533.1844,0
607,-1,1.0,0,0.0,0.0,7190.1142,591,30094.4241,0
608,-1,1.0,0,0.0,0.0,8228.7164,590,31072.3406,0
609,-1,1.0,0,0.0,0.0,8461.696,599,31477.4268,0
610,-1,1.0,0,0.0,0.0,7257.3546,597,31485.3751,0
611,-1,1.0,0,0.0,0.0,7985.7363,604,31562.1007,0
612,-1,1.0,0,0.0,0.0,6753.568,575,29796.2573,0
613,-1,1.0,0,0.0,0.0,8537.9437,600,31034.5531,0
614,-1,1.0,0,0.0,0.0,7294.5813,585,30783.7445,0
615,-1,1.0,0,0.0,35.7922,8616.933,605,31660.7788,0
616,-1,1.0,0,0.0,0.0,7252.599,600,31334.0955,0
617,-1,1.0,0,0.0,0.0,7251.5532,604,30883.0907,0
618,-1,1.0,0,0.0,0.0,8189.5808,605,31362.4347,0
619,-1,1.0,0,0.0,0.0,7654.5748,600,30863.5356,0
620,-1,1.0,0,0.0,0.0,7990.4947,587,30786.613,0
621,-1,1.0,0,0.0,0.0,7252.5172,590,30828.5433,0
622,-1,1.0,0,0.0,0.0,7723.9462,583,30606.0891,0
623,-1,1.0,0,0.0,0.0,7652.8421,604,31280.7542,0
624,-1,1.0,0,0.0,0.0,8496.6037,616,31888.4051,0
625,-1,1.0,0,0.0,0.0,7446.296,608,31131.588,0
626,-1,1.0,0,0.0,0.0,6831.9198,585,30236.1225,0
627,-1,1.0,0,0.0,0.0,8306.6109,597,30804.2985,0
628,-1,1.0,0,0.0,0.0,7186.883,586,30369.6417,0
629,-1,1.0,0,0.0,0.0,9885.2216,629,32769.8613,0
630,-1,1.0,0,0.0,0.0,6922.3397,604,31576.2845,0
631,-1,1.0,0,0.0,0.0,6694.9328,595,30908.7111,0
632,-1,1.0,0,0.0,0.0,7908.6784,593,30857.6895,0
633,-1,1.0,0,0.0,0.0,7721.4214,593,30403.7077,0
634,-1,1.0,0,0.0,0.0,8192.6613,597,30384.7467,0
635,-1,1.0,0,0.0,0.0,7562.5841,595,31270.2903,0
636,-1,1.0,0,0.0,0.0,6853.7627,584,30501.8439,0
637,-1,1.0,0,0.0,0.0,9083.0597,597,31451.1607,0
638,-1,1.0,0,0.0,0.0,7841.9298,611,31568.3917,0
639,-1,1.0,0,0.0,0.0,7731.5972,612,32050.9075,0
640,-1,1.0,0,0.0,0.0,6102.2033,583,29861.4789,0
641,-1,1.0,0,0.0,0.0,8176.501,597,30885.8674,0
642,-1,1.0,0,0.0,0.0,9091.6111,608,31244.5102,0
643,-1,1.0,0,0.0,0.0,7509.2724,601,31378.7977,0
644,-1,1.0,0,0.0,0.0,6681.4558,594,30851.6509,0
645,-1,1.0,0,0.0,0.0,7821.883,585,30712.2753,0
646,-1,1.0,0,0.0,0.0,8526.4594,599,31112.2294,0
647,-1,1.0,0,0.0,0.0,7156.376,592,30787.0823,0
648,-1,1.0,0,0.0,0.0,7187.3181,606,30904.4262,0
649,-1,1.0,0,0.0,0.0,8546.0894,588,30597.4954,0
650,-1,1.0,0,0.0,0.0,7774.6406,606,31186.0161,0
651,-1,1.0,0,0.0,0.0,8533.6194,607,32085.3627,0
652,-1,1.0,0,0.0,0.0,7176.4666,616,32270.2926,0
653,-1,1.0,0,0.0,0.0,6117.3267,577,29704.7389,0
654,-1,1.0,0,0.0,0.0,9935.3956,606,31270.5362,0
655,-1,1.0,0,0.0,0.0,6885.8109,595,30680.9728,0
656,-1,1.0,0,0.0,0.0,7553.3253,607,31372.6297,0
657,-1,1.0,0,0.0,0.0,7485.5887,590,30664.457,0
658,-1,1.0,0,0.0,0.0,7844.8257,588,30765.6033,0
659,-1,1.0,0,0.0,0.0,8334.9561,588,30954.7775,0
660,-1,1.0,0,0.0,0.0,7311.0322,595,31057.1263,0
661,-1,1.0,0,0.0,0.0,7956.0443,600,31583.9318,0
662,-1,1.0,0,0.0,0.0,7166.4033,592,30467.2258,0
663,-1,1.0,0,0.0,0.0,8041.1404,589,30890.2817,0
664,-1,1.0,0,0.0,0.0,6871.2207,586,30313.2922,0
665,-1,1.0,0,0.0,0.0,9386.9543,596,31315.3932,0
666,-1,1.0,0,0.0,0.0,7407.4518,621,31949.9216,0
667,-1,1.0,0,0.0,0.0,7701.9784,601,31608.9674,0
668,-1,1.0,0,0.0,0.0,6988.3746,595,30774.4447,0
669,-1,1.0,0,0.0,0.0,7881.4835,588,31037.8851,0
670,-1,1.0,0,0.0,0.0,7880.2779,587,30075.6052,0
671,-1,1.0,0,0.0,0.0,7450.3917,587,30314.5161,0
672,-1,1.0,0,0.0,0.0,7399.738,596,30775.229,0
673,-1,1.0,0,0.0,0.0,9033.2421,599,31795.7279,0
674,-1,1.0,0,0.0,0.0,7297.0174,605,31545.9741,0
675,-1,1.0,0,0.0,0.0,7657.2026,597,31402.2046,1
676,-1,1.0,0,0.0,0.0,7368.7901,586,30464.2889,1
677,-1,1.0,0,0.0,0.0,8334.3142,596,31488.9453,1
678,-1,1.0,0,0.0,0.0,6925.6317,592,30632.8329,1
679,-1,1.0,0,0.0,0.0,7776.643,597,30955.7494,0
680,-1,1.0,0,0.0,0.0,8344.3548,616,32204.6171,0
681,-1,1.0,0,0.0,0.0,7629.5263,609,32062.8355,0
682,-1,1.0,0,0.0,0.0,7432.5401,610,31966.2332,0
683,-1,1.0,0,0.0,0.0,8694.9157,629,33404.2936,0
684,-1,1.0,0,0.0,0.0,7932.8815,622,32323.1228,0
685,-1,1.0,0,0.0,4.5839,7394.9934,610,32032.8068,0
686,-1,1.0,0,0.0,0.0,7253.4736,591,31239.0324,0
687,-1,1.0,0,0.0,14.218,7114.7622,583,29761.6794,0
688,-1,1.0,0,0.0,0.0,8631.3218,593,30708.4182,0
689,-1,1.0,0,0.0,0.0,7786.028,602,31312.6534,0
690,-1,1.0,0,0.0,0.0,8298.2029,608,32159.4046,0
691,-1,1.0,0,0.0,0.0,7393.993,601,31755.2762,0
692,-1,1.0,0,0.0,0.0,7044.8971,582,30249.6203,0
693,-1,1.0,0,0.0,0.0,8354.4162,610,31746.3206,0
694,-1,1.0,0,0.0,0.0,7544.7813,582,30624.7135,0
695,-1,1.0,0,0.0,0.0,7971.9774,592,30677.0218,0
696,-1,1.0,0,0.0,0.0,7182.231,585,30505.9685,0
697,-1,1.0,0,0.0,0.0,7724.0189,596,30806.9786,0
698,-1,1.0,0,0.0,0.0,8545.6366,614,32258.2875,0
699,-1,1.0,0,0.0,0.0,7910.672,611,31885.6349,0
700,-1,1.0,0,0.0,0.0,7024.4383,587,30699.0562,0
701,-1,1.0,0,0.0,0.0,7912.0747,595,30910.3676,1
702,-1,1.0,0,0.0,0.0,7514.6477,590,30317.3499,1
703,-1,1.0,0,0.0,0.0,7832.8926,608,31200.1827,1
704,-1,1.0,0,0.0,0.0,8531.8419,610,32142.3078,1
705,-1,1.0,0,0.0,0.0,7986.9145,618,32343.4068,1
706,-1,1.0,0,0.0,0.0,6750.4616,601,31137.3791,0
707,-1,1.0,0,0.0,0.0,7088.9969,596,30546.2531,0
708,-1,1.0,0,0.0,0.0,7699.6588,593,29946.1092,0
709,-1,1.0,0,0.0,0.0,7941.9714,604,31133.788,0
710,-1,1.0,0,0.0,0.0,8524.3912,621,32510.3885,0
711,-1,1.0,0,0.0,0.0,7555.6382,613,32036.9071,0
712,-1,1.0,0,0.0,0.0,7339.1721,595,31292.9764,0
713,-1,1.0,0,0.0,0.0,9016.5129,621,32699.4406,0
714,-1,1.0,0,0.0,0.0,7037.8318,607,31733.965,0
715,-1,1.0,0,0.0,0.0,7793.0621,599,31082.3009,0
716,-1,1.0,0,0.0,0.0,7160.9885,592,30081.5407,0
717,-1,1.0,0,0.0,0.0,7730.8644,592,30314.0154,0
718,-1,1.0,0,0.0,0.0,7983.2293,590,30796.0834,0
719,-1,1.0,0,0.0,0.0,7656.702,592,30995.7043,0
720,-1,1.0,0,0.0,0.0,8155.8111,603,31811.1383,0
721,-1,1.0,0,0.0,2.0584,7579.5243,608,31829.3824,0
722,-1,1.0,0,0.0,0.0,7663.7717,596,30964.1149,0
723,-1,1.0,0,0.0,0.0,7390.8611,591,30198.5284,0
724,-1,1.0,0,0.0,0.0,7108.0708,585,29616.7632,0
725,-1,1.0,0,0.0,0.0,8251.173,586,30388.9198,0
726,-1,1.0,0,0.0,0.0,8769.8631,611,31993.6672,0
727,-1,1.0,0,0.0,0.0,7116.5211,598,31521.4303,0
728,-1,1.0,0,0.0,0.0,7357.4122,592,31020.911,0
729,-1,1.0,0,0.0,0.0,7856.8758,599,31690.5954,0
