supplier_rank,supplier_count,provider_share_pct,cumulative_value_pct
1,50196,0.00199219061279783250,5.804125291248044458000
3,50196,0.00597657183839349749,12.415173080998162038000
10,50196,0.01992190612797832497,26.261847151436649543000
1506,50196,3.0002390628735357,84.988964172384883275000
5020,50196,10.0007968762451191,93.329986736345207700000
15059,50196,30.0003984381225596,97.571699073396573843000
25098,50196,50.0000000000000000,99.015185936940375743000
50196,50196,100.0000000000000000,100.000000000000000000000
