supplier_rank,supplier_count,provider_share_pct,cumulative_value_pct
1,50225,0.00199104031856645097,5.651680552862040132000
3,50225,0.00597312095569935291,14.647755530450653810000
10,50225,0.01991040318566450971,29.007855397514202604000
1507,50225,3.0004977600796416,85.830518793610335851000
5023,50225,10.0009955201592832,93.710485280131339988000
15068,50225,30.0009955201592832,97.710856716856277781000
25113,50225,50.0009955201592832,99.071763298721978419000
50225,50225,100.0000000000000000,100.000000000000000000000
